2017-09-04,03:26:15.137871+00:00,LIGHT_TRACK,214.2550715
2017-09-04,03:26:27.599745+00:00,SMALL_BLOB,59.08073624
2017-09-04,03:26:33.884637+00:00,SMALL_BLOB,45.54800268
2017-09-04,03:26:40.066575+00:00,SMALL_BLOB,128.7160767
2017-09-04,03:26:52.514506+00:00,SMALL_BLOB,59.08586344
2017-09-04,03:26:58.797435+00:00,SMALL_BLOB,102.2016845
2017-09-04,03:27:17.619247+00:00,STRAIGHT_TRACK,202.5328771
2017-09-04,03:27:23.909142+00:00,SMALL_BLOB,15.02713618
2017-09-04,03:27:30.082082+00:00,SMALL_BLOB,46.20781936
2017-09-04,03:27:36.257075+00:00,SMALL_BLOB,26.75018673
2017-09-04,03:27:36.257075+00:00,LIGHT_TRACK,163.0326951
2017-09-04,03:28:01.185812+00:00,SMALL_BLOB,5.609475692
2017-09-04,03:28:19.840621+00:00,SMALL_BLOB,19.39260459
2017-09-04,03:28:19.840621+00:00,SMALL_BLOB,12.56324115
2017-09-04,03:28:32.304497+00:00,SMALL_BLOB,16.64287568
2017-09-04,03:28:38.528394+00:00,SMALL_BLOB,43.89022275
2017-09-04,03:28:38.528394+00:00,SMALL_BLOB,90.5377694
2017-09-04,03:28:57.188255+00:00,SMALL_BLOB,147.8709738
2017-09-04,03:28:57.188255+00:00,SMALL_BLOB,5.376654795
2017-09-04,03:28:57.188255+00:00,LIGHT_TRACK,358.8758153
2017-09-04,03:29:03.421188+00:00,SMALL_BLOB,91.42006562
2017-09-04,03:29:03.421188+00:00,SMALL_BLOB,31.73106891
2017-09-04,03:29:03.421188+00:00,SMALL_BLOB,9.896792914
2017-09-04,03:29:03.421188+00:00,SMALL_BLOB,39.42756236
2017-09-04,03:29:03.421188+00:00,LIGHT_TRACK,398.6450316
2017-09-04,03:29:03.421188+00:00,LIGHT_TRACK,260.4597016
2017-09-04,03:29:09.685115+00:00,SMALL_BLOB,28.02293159
2017-09-04,03:29:09.685115+00:00,SMALL_BLOB,64.11969812
2017-09-04,03:29:22.205988+00:00,SMALL_BLOB,97.08553511
2017-09-04,03:29:22.205988+00:00,SMALL_BLOB,86.65890666
2017-09-04,03:29:22.205988+00:00,LIGHT_TRACK,227.1936087
2017-09-04,03:29:34.697812+00:00,SMALL_BLOB,37.47882419
2017-09-04,03:29:34.697812+00:00,SMALL_BLOB,73.88364649
2017-09-04,03:29:34.697812+00:00,LIGHT_TRACK,183.270415
2017-09-04,03:29:40.916801+00:00,SMALL_BLOB,60.36709401
2017-09-04,03:29:40.916801+00:00,LIGHT_TRACK,383.5335624
2017-09-04,03:29:47.185755+00:00,SMALL_BLOB,42.72863741
2017-09-04,03:30:12.252470+00:00,SMALL_BLOB,64.36427574
2017-09-04,03:30:24.793344+00:00,LIGHT_TRACK,445.0038914
2017-09-04,03:30:37.328210+00:00,SMALL_BLOB,37.71712128
2017-09-04,03:30:43.589140+00:00,LIGHT_TRACK,176.2167436
2017-09-04,03:30:49.857048+00:00,SMALL_BLOB,33.03055922
2017-09-04,03:30:56.084021+00:00,SMALL_BLOB,32.10975993
2017-09-04,03:30:56.084021+00:00,SMALL_BLOB,11.41315907
2017-09-04,03:30:56.084021+00:00,SMALL_BLOB,7.600758901
2017-09-04,03:31:02.342947+00:00,SMALL_BLOB,6.499604423
2017-09-04,03:31:08.624836+00:00,SMALL_BLOB,95.59082607
2017-09-04,03:31:14.811815+00:00,STRAIGHT_TRACK,347.4601488
2017-09-04,03:31:21.076706+00:00,SMALL_BLOB,71.2709214
2017-09-04,03:31:46.039486+00:00,STRAIGHT_TRACK,358.970157
2017-09-04,03:31:46.039486+00:00,SMALL_BLOB,13.83618015
2017-09-04,03:31:46.039486+00:00,SMALL_BLOB,42.30250172
2017-09-04,03:31:46.039486+00:00,SMALL_BLOB,30.10666571
2017-09-04,03:31:46.039486+00:00,SMALL_BLOB,55.10255816
2017-09-04,03:31:46.039486+00:00,LIGHT_TRACK,332.1875586
2017-09-04,03:31:58.572313+00:00,SMALL_BLOB,63.60493655
2017-09-04,03:32:11.025223+00:00,SMALL_BLOB,11.82922121
2017-09-04,03:32:36.092067+00:00,SMALL_BLOB,90.90386854
2017-09-04,03:32:36.092067+00:00,LIGHT_TRACK,217.8451082
2017-09-04,03:32:42.362895+00:00,SMALL_BLOB,64.15948302
2017-09-04,03:32:42.362895+00:00,LIGHT_TRACK,523.3755355
2017-09-04,03:33:01.105695+00:00,LIGHT_TRACK,280.5482927
2017-09-04,03:33:07.369632+00:00,STRAIGHT_TRACK,306.5047808
2017-09-04,03:33:07.369632+00:00,LIGHT_TRACK,166.9812495
2017-09-04,03:33:07.369632+00:00,LIGHT_TRACK,237.3726837
2017-09-04,03:33:13.627562+00:00,SMALL_BLOB,10.90470473
